"","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3"
"Label","Other","Other","Other","Other","Second-tp_Control","Second-tp_Control","Second-tp_Control","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Drought","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Fusarium","Second-tp_Xanthomonas","Second-tp_Xanthomonas","Second-tp_Xanthomonas"
"M676.511T1297.075","6010.5916","37086.7131","24900","23186.833","5555.7495","32413.145","40068.487","67400.529","36800","19852.666","38300","60100","20548.473","5106.6545","38955.662","57847.696","41062.845","28200"
"M607.446T1439.489","75723.682","287267.4012","375000","320024.093","75811.6065","251373.552","405309.278","375163.454","368000","254329.264","291000","332000","383317.72","102344.2169","398187.129","577548.814","337345.932","328000"
"M770.485T1321.424","35538.6936","204671.1457","169000","123239.974","36552.3456","186650.913","184901.828","120063.846","237000","205505.86","115000","189000","132669.324","34923.9589","263315.982","197609.647","182430.872","293000"
"M650.482T1423.013","95408.525","512193.058","591000","604426.906","59795.6055","436110.829","665066.158","797215.238","757000","584496.861","693000","857000","732034.373","83191.8336","789115.638","974451.509","537692.013","635000"
"M592.477T1456.705","36834.8188","167733.8953","195000","162959.726","53174.349","130126.02","189866.643","213969.267","246000","179892.666","189000","3e+05","235415.74","40815.9744","265748.214","304077.37","160373.563","214000"
"M863.512T1152.355","5064.8285","165311.4805","206000","183308.742","4114.7148","267707.09","307252.632","134634.463","204000","266353.921","140000","185000","156243.268","2330.3044","203577.51","148202.423","183223.902","273000"
"M333.203T1105.19","39243.6255","1040071.957","597000","950375.47","46228.5681","865138.966","494976.912","1018458.06","784000","1316969.382","707000","212000","421131.673","45313.882","412209.107","323495.04","1195892.445","910000"
"M393.189T1440.567","143534.668","157167.9668","168000","161297.751","146768.0189","169388.244","155747.588","157820.758","165000","174654.81","156000","175000","170158.796","163621.3769","179369.326","179523.573","184871.039","196000"
"M512.261T1189.341","23218.8488","259006.3886","274000","232985.549","52701.0232","327698.723","319219.749","288040.388","316000","497001.818","240000","332000","237441.516","24626.0201","346902.719","345238.905","410626.731","306000"
"M646.454T1406.122","33031.3806","171541.3959","177000","165990.514","58082.9273","152291.422","225935.721","203242.716","221000","191192.197","165000","282000","176522.428","35289.4391","191527.741","236041.248","209219.857","206000"
"M555.368T1312.999","20760.1292","141023.1728","122000","121783.313","53369.2064","122999.639","181852.733","220667.387","191000","137284.764","131000","164000","151775.371","20557.6674","141805.885","193618.525","129958.661","165000"
"M512.262T1169.348","23218.5189","261472.1572","288000","245780.976","49991.9395","407866.249","412325.872","289348.663","376000","412642.986","257000","307000","242262.278","21144.0527","354518.205","281887.853","382362.127","316000"
"M967.561T1163.004","4628.8028","140100.3832","131000","165574.039","3883.5978","202208.769","296922.666","171296.942","166000","187203.781","183000","99300","128309.908","7610.4028","170005.438","111215.397","182798.991","166000"
"M629.464T1456.367","90429.305","304003.377","325000","298773.943","156744.2698","286333.224","305526.038","337661.667","341000","344133.568","290000","462000","363209.301","100140.6145","420063.859","399494.738","322401.825","361000"
"M565.397T1373.252","57224.3169","224974.0115","237000","178784.636","1014321.921","151501.556","204229.998","239544.61","269000","163876.848","209000","407000","192171.701","61528.7534","829810.716","335853.273","194091.019","355000"
"M293.211T1204.461","30355.0979","416076.3558","316000","362998.769","42250.921","439373.719","300588.127","416931.429","404000","639075.758","310000","127000","242593.902","25419.9385","252635.16","152078.386","584695.809","509000"
"M571.45T1291.55","119691.7336","152621.6951","168000","163525.899","75059.5896","146915.654","195695.142","199714.837","205000","217070.778","179000","203000","165736.839","143389.5715","130818.577","259107.963","204128.626","157000"
"M993.569T1356.685","725.27168","216454.4405","254000","207649.023","5529.9915","213210.211","287441.986","216700.343","313000","303995.604","239000","240000","192626.978","3626.3584","376712.672","270145.754","332967.011","388000"
"M729.452T1207.169","24528.3316","167916.8168","153000","150422.372","16324.1009","211739.492","194121.525","279553.659","239000","180907.12","146000","180000","116950.983","21761.1563","161983.675","264562.845","171045.123","188000"
"M949.6T1341.992","1457.84766","370532.1361","152000","401430.167","22618.4126","372582.08","132220.732","395228.699","310000","447523.043","379000","220000","318019.795","7289.2383","324964.844","282826.715","350132.153","448000"
"M723.451T1338.726","30947.2261","74737.8557","67900","94428.964","29202.9232","91674.641","71844.992","76442.197","93500","88159.467","89400","74000","65441.365","21229.2441","84522.498","85048.769","85374.189","82500"
"M986.593T1340.539","6788.0055","117185.3284","138000","106200.32","4621.4644","168250.786","172493.663","119368.16","167000","150487.928","127000","149000","115655.935","924.29288","187817.212","174160.951","161527.753","174000"
"M393.201T1439.586","159260.6551","168555.9787","186000","166576.385","159576.6627","184458.477","174850.838","167531.986","186000","190376.686","169000","187000","186685.842","171569.1741","202371.651","172815.966","206267.901","237000"
"M973.671T1456.538","958","28672.5605","21500","30474.625","28320.4185","32121.705","958","41603.399","79000","18224.735","4790","11900","15656.705","7928.1754","13831.895","31477.965","64369.675","56300"
"M293.21T1109.944","24624.8438","483615.8099","381000","431775.661","33054.7489","531284.566","357007.206","480136.731","473000","714792.939","357000","151000","301529.213","22942.1751","273903.991","166017.094","672283.889","537000"
"M555.454T1439.586","63742.674","178568.0123","184000","171041.456","86625.4791","158662.419","198439.434","264694.247","223000","177272.735","193000","288000","232846.781","66422.4307","228223.782","194350.883","203618.288","205000"
"M539.282T935.356","10335.6653","100996.3528","110000","129673.479","9588.0878","82102.747","141819.888","117300.836","117000","120095.811","172000","75000","79888.719","5055.5084","88378.99","102223.278","169038.426","94900"
"M504.266T1201.385","5869.8639","290901.7681","316000","289185.407","6944.7008","366829.766","327674.778","302968.609","266000","444723.125","271000","225000","248953.931","11598.5776","301157.318","228880.321","408981.543","304000"
"M592.477T1439.652","36834.8188","167705.2697","182000","157507.234","53174.349","129919.406","189541.22","198719.125","218000","175740.263","185000","302000","235415.74","40815.9744","270650.17","297374.55","160320.885","199000"
"M989.551T1288.291","929.8599","366915.4522","260000","359694.469","4649.2995","358140.428","409275.649","388125.195","301000","440841.502","398000","330000","309473.212","929.8599","465148.578","360762.401","387754.724","431000"
"M841.523T1305.07","24812.1295","184411.8358","186000","197561.857","14297.1529","292497.731","217258.704","143420.068","156000","197730.323","177000","212000","160172.5","19702.6626","254369.034","163115.023","191675.136","221000"
"M889.305T842.452","19658.8328","54469.6513","62300","56081.294","5406.244","32551.846","61297.672","99537.774","74100","69766.621","83500","49200","65277.94","8757.1595","37932.111","68800.16","66555.649","65000"
"M555.365T1404.858","48853.6743","196770.509","199000","172357.147","81411.8584","145443.148","184131.293","286210.3","243000","158085.178","196000","294000","241305.181","63440.7057","227175.176","323480.524","183733.04","212000"
"M933.558T1239.033","4431.0707","564958.7609","567000","536697.251","5216.6458","946337.149","674947.856","594573.216","624000","872516.73","609000","384000","415504.648","9243.348","711143.82","481425.598","747238.883","718000"
"M713.458T1120.063","27873.7506","216360.7926","2e+05","224402.136","20054.489","1447634.981","193698.581","346939.38","373000","192221.642","204000","229000","129179.53","21401.2444","216899.231","303898.534","196353.063","290000"
"M438.207T1136.982","176297.3098","219698.8841","80500","241621.051","9324.5666","144555.597","97978.831","197005.548","93500","109233.606","232000","84700","102718.228","6797.2406","103183.666","66976.908","79403.732","87900"
"M607.448T1423.334","86451.5157","316866.6182","407000","325485.195","75763.4245","272544.902","430655.062","331289.393","443000","273513.905","302000","456000","415763.902","111247.6892","414870.719","568607.623","357173.006","354000"
"M985.569T1283.896","2718.5348","163582.2628","174000","185055.503","543.70696","226658.96","235195.724","190307.385","155000","205324.897","207000","168000","158647.346","7263.4997","177808.254","178976.194","221045.444","177000"
"M577.494T1463.866","89947.2678","230650.7041","221000","185033.01","112437.1492","174963.4","206278.641","199613.38","2e+05","263805.819","182000","247000","226934.193","79280.1686","286006.999","238361.118","188175.738","263000"
"M967.385T975.822","11651.485","103313.5613","134000","122298.751","14020.9792","42790.793","127894.144","168282.159","2e+05","95823.42","165000","113000","162041.9","18038.917","136597.373","138676.402","110157.771","135000"
"M933.605T1376.163","7061.3386","168382.6397","195000","165249.257","16703.3386","152891.764","150067.633","195408.09","246000","266147.509","191000","166000","150706.556","7892.5023","262962.183","206249.785","264648.846","230000"
"M967.562T1198.781","4628.8265","166987.9615","208000","205751.197","4153.426","241652.706","298396.223","213185.488","181000","251912.541","248000","220000","223885.775","7955.4214","228668.396","225392.226","285538.582","207000"
"M659.432T1373.551","31858.3315","105450.7542","115000","122753.163","24622.7715","100337.878","111851.252","111974.456","122000","129335.469","86600","150000","137317.901","26263.9111","90574.987","148830.387","141533.187","139000"
"M513.307T1059.952","9123.3997","484322.2754","867000","457639.024","1824.67994","942716.402","928715.846","467060.357","793000","927941.227","483000","229000","315444.731","14535.6959","420868.065","693698.247","1131877.916","820000"
"M951.567T1355.083","1464.37144","314050.8779","539000","401126.725","25127.7441","474336.748","744368.348","401712.359","662000","515328.201","454000","598000","467725.95","7321.8572","796013.752","789701.595","747486.663","803000"
"M565.403T1389.183","58601.9014","232392.7273","233000","191216.063","1074352.87","158824.911","207540.959","246637.952","270000","187087.302","210000","417000","201020.815","66615.2057","924787.998","329400.09","194091.019","375000"
"M639.422T1384.421","38000.8207","224878.4578","237000","226128.557","39058.7934","170876.093","221538.283","319471.78","249000","170800.194","213000","309000","282685.415","29367.9434","263748.789","308292.698","210202.685","245000"
"M841.499T1306.17","24811.0196","186623.5895","186000","201308.558","14292.2404","291370.66","217243.796","145956.18","159000","197662.635","180000","212000","162836.121","19424.1195","248830.8","159205.847","187343.176","212000"
"M826.572T1358.969","11392.4495","164956.6462","196000","184412.75","16899.3763","157396.607","220626.74","181056.318","182000","246285.703","180000","214000","191077.778","19441.7729","208913.832","183713.836","233184.33","203000"
"M826.525T1256.824","4966.0644","145401.8328","139000","148893.555","5651.4117","153522.722","264514.901","168306.43","167000","171443.561","176000","166000","164572.877","15737.9639","207515.073","171371.756","151406.118","185000"
"M571.455T1406.584","178159.491","216891.5162","253000","211099.19","152888.0895","207122.476","255604.504","246034.771","284000","259990.843","230000","311000","238631.521","206624.7046","248425.656","376409","278689.657","246000"
"M787.311T955.77","3945.4985","74162.7888","92500","98779.266","7803.5955","36495.385","89968.392","128924.971","94100","90257.288","127000","73800","144539.922","2862.1883","98409.658","94481.635","91327.933","101000"
"M555.366T1352.626","32188.8936","166662.6009","179000","213187.683","67351.4128","147646.408","200107.411","264997.401","241000","223815.189","163000","255000","211040.26","33258.9002","200664.541","309597.181","181141.33","207000"
"M438.219T1156.388","176297.0104","217132.3668","80200","242795.429","6682.4625","146978.953","98074.532","200783.741","90900","120265.048","228000","82300","99855.28","8539.2315","104304.524","66026.392","80317.288","88000"
