"","M393.189T1440.567","M513.25T1338.968","M477.343T1423.013","M882.48T1339.403","M652.416T1356.524","M343.224T1621.712","M629.459T1473.698","M423.321T1473.286","M510.367T1523.593","M589.501T1621.712","M578.503T1590.788","M635.491T1472.841","M628.529T1624.373","M628.528T1608.773","M609.518T1624.418","M652.503T1490.314","M558.46T1591.049","M297.239T1626.197","M841.471T1389.363","M545.456T1607.833","M605.416T1473.993","M477.403T1542.988","M477.407T1590.788","M477.398T1574.327","M879.468T1338.726","M630.465T1474.173","M629.464T1456.367","M629.463T1474.173","M449.365T1540.699","M669.539T1543.447","M669.531T1507.08","M669.562T1624.559","M449.369T1557.545","M449.347T1490.033","M535.447T1540.43","M567.43T1421.35","M295.151T1624.873","M492.408T1557.26","M534.444T1557.26","M535.375T1490.352","M534.402T1422.678","M533.436T1590.96","M549.424T1473.203","M516.411T1568.021","M886.353T1006.792","M467.383T1523.593","M329.158T1625.781","M329.157T1608.526","M475.412T1607.605","M494.563T1509.9","M576.484T1557.453","M576.484T1473.551","M575.479T1473.048","M575.481T1540.694","M576.533T1641.124","M541.474T1573.977","M542.478T1573.977","M575.479T1456.772","M640.557T1608.472","M737.493T1439.78","M577.49T1591.335","M618.492T1624.789","M617.489T1624.961","M617.506T1594.034","M549.431T1507.08","M629.529T1601.79","M629.509T1624.418","M660.517T1423.005","M535.409T1440.116","M549.426T1489.95","M471.336T1557.26","M605.427T1490.314","M549.428T1523.962","M533.435T1510.689","M516.434T1624.418","M481.362T1591.564","M325.162T1642.868","M951.603T1424.253","M628.514T1473.756","M1085.421T973.898","M659.418T1406.262","M820.327T1006.792","M813.332T1056.081","M869.334T919.017","M479.188T913.185","M899.349T990.311","M433.152T909.874","M677.438T1339.916","M564.208T942.149","M817.317T940.819","M430.319T1557.453","M832.307T992.353","M956.379T959.199","M438.146T926.75","M313.161T1621.4","M787.545T1575.098","M339.172T1490.329","M523.36T1271.932","M487.775T1256.694","M386.164T943.456","M807.348T918.929","M1123.351T817.469","M889.305T842.452","M919.292T824.161","M1102.351T817.469","M979.313T847.893","M1114.854T834.347","M682.262T843.183","M415.326T1295.888","M465.26T1373.143","M425.216T1401.37","M425.215T1355.365","M556.445T1212.039","M812.538T1253.346","M985.571T1146.934","M772.55T1170.538","M537.533T1295.888","M374.303T1319.161","M847.517T1163.004","M986.591T1195.638","M808.52T1220.972","M771.504T1195.638","M609.455T1145.906","M392.284T1436.378","M828.538T1289.688","M495.298T1036.333","M471.796T1446.028","M471.313T1295.888","M619.438T1245.233","M399.308T1262.042","M443.333T1262.042","M383.284T1439.726","M455.315T1295.888","M341.283T1305.932","M513.307T1059.952","M351.253T1019.694","M285.134T1052.907","M569.292T994.771","M605.427T1212.039","M867.584T1358.969","M331.187T1104.601","M585.283T918.479","M351.179T1358.969","M351.108T857.905","M291.195T1053.001","M465.265T1237.073","M764.518T1295.888","M764.517T1325.086","M691.436T1356.203","M691.433T1253.346","M494.565T1319.161","M494.565T1422.678","M423.211T1338.363","M821.505T1179.269","M765.518T1313.696","M522.261T1109.944","M423.212T1319.031","M523.599T1382.768","M561.396T1195.638","M330.263T1492.022","M545.37T1372.761","M722.259T892.9","M332.328T1440.13","M441.224T1179.269","M504.265T1099.137","M330.261T1473.013","M330.262T1456.934","M330.263T1439.913","M423.198T1506.423","M722.581T1518.016","M722.58T1595.75"
"M628.528T1608.773",0.61492,0.421,0.36177,0.53163,0.56673,0.63451,0.69105,0.63853,0.86682,0.87818,0.88082,0.94422,0.98995,1,0.82888,0.86517,0.81678,0.67903,0.85087,0.80398,0.53095,0.64442,0.59025,0.6404,0.66778,0.71276,0.86269,0.87984,0.76945,0.71078,0.72738,0.81094,0.68946,0.80638,0.76501,0.76043,0.68039,0.79022,0.67875,0.60161,0.62115,0.47592,0.54273,0.60583,0.40552,0.39379,0.54264,0.59924,0.70358,0.7421,0.6789,0.59486,0.65744,0.65722,0.61896,0.58897,0.63081,0.66578,0.72745,0.6512,0.81487,0.76264,0.74654,0.7186,0.70256,0.82603,0.84355,0.51859,0.5625,0.59241,0.50731,0.53904,0.60379,0.66227,0.54233,0.43264,0.61563,0.64899,0.74809,0.3059,0.26471,0.11332,0.15482,0.18762,0.20017,0.25579,0.19251,0.20002,0.22746,0.19128,0.23098,-0.02632,0.23235,0.2882,0.02124,0.53618,0.46502,0.04643,0.13182,-0.16184,-0.1551,-0.55334,-0.4402,-0.39708,-0.7488,-0.64324,-0.74587,-0.68131,-0.62519,-0.13501,-0.14489,-0.00307,-0.66986,-0.61292,-0.74037,-0.66906,-0.77882,-0.83905,-0.5081,-0.54455,-0.50193,-0.39985,-0.64137,-0.60031,-0.36847,-0.50076,-0.55649,-0.37687,-0.56223,-0.44398,-0.50209,-0.40042,-0.40731,-0.39256,-0.48188,-0.47042,-0.45521,-0.47619,-0.68854,-0.85493,-0.79891,-0.68203,-0.54768,-0.38325,-0.63233,0.11774,0.20808,0.22048,0.29183,0.09625,0.06091,0.24788,-0.03287,-0.02981,-0.19592,-0.38453,-0.27213,-0.3257,-0.54017,-0.44284,-0.38757,-0.50927,-0.51173,-0.41613,-0.43349,-0.23,-0.28094,-0.34847,0.21006,0.02565,0.19313
"M609.518T1624.418",0.41597,0.28451,0.34772,0.3408,0.41657,0.61001,0.69718,0.61417,0.60975,0.68034,0.75999,0.80345,0.80581,0.82888,1,0.86742,0.87312,0.77845,0.71246,0.73305,0.52654,0.52996,0.54985,0.60935,0.5362,0.72252,0.77946,0.75036,0.75192,0.62498,0.66794,0.71714,0.71504,0.82178,0.85905,0.67055,0.64111,0.77094,0.71802,0.58215,0.5583,0.51631,0.65159,0.6563,0.38612,0.62243,0.77382,0.6305,0.77915,0.74731,0.75196,0.63112,0.70101,0.70268,0.76385,0.70924,0.7916,0.68035,0.61536,0.49892,0.69312,0.57812,0.60371,0.55316,0.79015,0.89149,0.84036,0.71074,0.70627,0.6173,0.62101,0.65845,0.70686,0.72834,0.7832,0.73288,0.53597,0.59833,0.6796,0.35089,0.54961,0.27685,0.29714,0.32191,0.34008,0.32977,0.2217,0.36113,0.27886,0.2858,0.28303,0.1278,0.25386,0.31347,0.26669,0.5543,0.42063,0.33022,0.01365,0.01722,-0.169,-0.40847,-0.25573,-0.25599,-0.71494,-0.5287,-0.57172,-0.50183,-0.55627,-0.0149,-0.24299,-0.03954,-0.87654,-0.80421,-0.84183,-0.72269,-0.66795,-0.74112,-0.73075,-0.82055,-0.73915,-0.57219,-0.73377,-0.62863,-0.53259,-0.69156,-0.50347,-0.31717,-0.6745,-0.48796,-0.54528,-0.47554,-0.4846,-0.43153,-0.70941,-0.70517,-0.67348,-0.6623,-0.64349,-0.6029,-0.83063,-0.76879,-0.68544,-0.46077,-0.77955,0.04684,-0.11401,-0.09593,0.00734,-0.12646,-0.09623,0.02729,-0.33582,-0.36429,-0.49791,-0.58291,-0.49703,-0.55854,-0.74555,-0.64904,-0.58577,-0.70397,-0.70985,-0.58316,-0.60674,-0.38219,-0.43999,-0.48739,-0.0819,-0.06552,0.04283
"M652.503T1490.314",0.49364,0.33265,0.30521,0.46326,0.40248,0.63969,0.79115,0.76228,0.71967,0.71954,0.81246,0.8562,0.85023,0.86517,0.86742,1,0.85403,0.8401,0.83922,0.80207,0.72171,0.68655,0.68715,0.74439,0.58466,0.84532,0.89141,0.90249,0.74166,0.71522,0.78127,0.8042,0.82347,0.89431,0.86777,0.73412,0.66962,0.8073,0.79177,0.65039,0.76515,0.49803,0.72532,0.57697,0.43181,0.61541,0.64617,0.61452,0.67115,0.84831,0.84737,0.77413,0.83833,0.83957,0.71795,0.66379,0.65201,0.85751,0.74567,0.5529,0.77676,0.75337,0.71138,0.71519,0.86095,0.94201,0.89884,0.77204,0.65737,0.74977,0.72997,0.72742,0.77283,0.83238,0.50021,0.54072,0.54693,0.68936,0.78439,0.44757,0.50699,0.28278,0.32509,0.37931,0.28321,0.30978,0.27127,0.48957,0.35999,0.30972,0.30985,0.1846,0.36874,0.3443,0.20685,0.54778,0.39086,0.1541,0.04456,-0.02519,-0.20114,-0.27162,-0.17644,-0.14484,-0.60921,-0.41845,-0.56274,-0.54642,-0.59193,-0.18378,-0.25862,-0.11662,-0.66656,-0.69855,-0.86721,-0.80237,-0.76623,-0.89469,-0.65615,-0.77779,-0.70831,-0.62206,-0.73733,-0.65847,-0.47501,-0.57657,-0.5825,-0.36623,-0.56487,-0.53088,-0.5753,-0.48805,-0.44248,-0.48959,-0.59562,-0.58909,-0.4748,-0.50562,-0.65605,-0.6232,-0.77459,-0.76743,-0.5859,-0.47876,-0.68134,0.13158,0.03965,-0.00692,0.02408,-0.07722,0.07537,0.24417,-0.20676,-0.35545,-0.44905,-0.5552,-0.42317,-0.54117,-0.56087,-0.50377,-0.44242,-0.56731,-0.71293,-0.57491,-0.65838,-0.27201,-0.33788,-0.41501,-0.05502,-0.25438,-0.09593
"M558.46T1591.049",0.58548,0.48266,0.52511,0.55443,0.62692,0.65302,0.65389,0.65723,0.72235,0.63146,0.7816,0.81555,0.78148,0.81678,0.87312,0.85403,1,0.75727,0.79555,0.72922,0.64435,0.64587,0.67083,0.74691,0.62038,0.72892,0.82908,0.77831,0.75003,0.70247,0.74594,0.81088,0.71979,0.85315,0.90172,0.63786,0.69358,0.66734,0.75789,0.66339,0.67017,0.55555,0.71517,0.66676,0.437,0.61272,0.75825,0.69088,0.74864,0.78274,0.82341,0.71809,0.75405,0.75182,0.73778,0.7958,0.80178,0.76286,0.80088,0.66103,0.82508,0.73268,0.76855,0.74783,0.76608,0.83074,0.76753,0.70263,0.79756,0.65855,0.69061,0.75966,0.69875,0.73624,0.73684,0.71265,0.59614,0.66421,0.75909,0.55875,0.51748,0.2677,0.3146,0.27882,0.36747,0.33644,0.15175,0.24428,0.37727,0.39511,0.43342,0.11705,0.30883,0.27669,0.15611,0.44279,0.26104,0.118,0.05644,-0.00694,-0.32525,-0.53336,-0.24574,-0.2057,-0.64626,-0.43735,-0.63283,-0.56568,-0.57,-0.13718,-0.31544,-0.08682,-0.75316,-0.72706,-0.78257,-0.84847,-0.75216,-0.76207,-0.75993,-0.67412,-0.6472,-0.54594,-0.6697,-0.65843,-0.58548,-0.65118,-0.44638,-0.41305,-0.63151,-0.53763,-0.58807,-0.43151,-0.48663,-0.46617,-0.59744,-0.5535,-0.56696,-0.56741,-0.74529,-0.65544,-0.77294,-0.81387,-0.64937,-0.57876,-0.73127,0.23827,0.05762,0.04358,0.1967,-0.05695,-0.08284,0.09646,-0.22286,-0.23905,-0.35488,-0.57924,-0.40996,-0.55678,-0.64687,-0.46944,-0.5472,-0.60254,-0.58525,-0.47182,-0.55422,-0.16499,-0.21665,-0.28736,0.07553,-0.07375,0.0401
"M297.239T1626.197",0.61713,0.43315,0.39066,0.34667,0.38633,0.80237,0.83071,0.76084,0.59371,0.66853,0.55935,0.61185,0.65896,0.67903,0.77845,0.8401,0.75727,1,0.75233,0.75967,0.73034,0.55544,0.62663,0.64301,0.35468,0.73573,0.73873,0.79958,0.64456,0.71302,0.77536,0.76536,0.60894,0.75414,0.77433,0.76493,0.77316,0.82568,0.84482,0.70459,0.74613,0.52194,0.65606,0.64264,0.30286,0.47093,0.84995,0.82069,0.74228,0.82841,0.73691,0.68992,0.70375,0.70583,0.70159,0.60278,0.60788,0.7,0.55005,0.44243,0.64587,0.58221,0.52259,0.48884,0.85241,0.92372,0.87819,0.67098,0.76223,0.70399,0.74436,0.70851,0.79078,0.80013,0.6383,0.50659,0.69858,0.72337,0.72902,0.52037,0.59147,0.2036,0.28519,0.25256,0.35052,0.30345,0.29652,0.46688,0.41216,0.32487,0.26347,0.1311,0.26358,0.22454,0.35303,0.61425,0.56949,0.0985,0.01049,-0.02877,-0.25004,-0.12092,-0.09896,0.16729,-0.3714,-0.30812,-0.3829,-0.45547,-0.69316,-0.29095,-0.3329,-0.22248,-0.73544,-0.69782,-0.81808,-0.73836,-0.69491,-0.8447,-0.6868,-0.78851,-0.63503,-0.57614,-0.72512,-0.64054,-0.43399,-0.50052,-0.54795,-0.29934,-0.6061,-0.51211,-0.56402,-0.44001,-0.37992,-0.47433,-0.35564,-0.34028,-0.25181,-0.25716,-0.58949,-0.44079,-0.63276,-0.64807,-0.71828,-0.40383,-0.60416,-0.07195,-0.08644,-0.13126,-0.0202,-0.12567,0.06898,0.21614,-0.43286,-0.46725,-0.51649,-0.50133,-0.59509,-0.59577,-0.65965,-0.44432,-0.4788,-0.59963,-0.70742,-0.63564,-0.58627,-0.20231,-0.28542,-0.35217,-0.25608,-0.315,-0.10619
"M841.471T1389.363",0.64188,0.45118,0.32891,0.64708,0.67211,0.75283,0.73299,0.70074,0.85849,0.81256,0.78755,0.80366,0.81667,0.85087,0.71246,0.83922,0.79555,0.75233,1,0.87331,0.78916,0.72242,0.76442,0.74957,0.67345,0.70267,0.81398,0.84804,0.7643,0.718,0.75645,0.78782,0.84243,0.83988,0.79247,0.77713,0.81018,0.78197,0.87683,0.81063,0.83713,0.52621,0.72345,0.66302,0.5831,0.45113,0.58337,0.69663,0.61883,0.81344,0.78488,0.65972,0.67978,0.67781,0.69502,0.54732,0.60536,0.684,0.68375,0.66175,0.77008,0.81442,0.76015,0.74136,0.82274,0.83369,0.8825,0.57477,0.75967,0.85697,0.74987,0.77004,0.77274,0.81877,0.58897,0.56583,0.75135,0.63102,0.69107,0.53085,0.35466,0.26133,0.35637,0.30732,0.40316,0.478,0.41795,0.4204,0.4394,0.43846,0.27497,0.14374,0.39745,0.37884,0.23628,0.6114,0.49819,-0.04864,0.14906,-0.04234,-0.09189,-0.3314,-0.20839,-0.14414,-0.48513,-0.49492,-0.6051,-0.63192,-0.6854,-0.22291,-0.32456,-0.2094,-0.66708,-0.70952,-0.65944,-0.7196,-0.92535,-0.91656,-0.55982,-0.61575,-0.59553,-0.56132,-0.71539,-0.7269,-0.33888,-0.60252,-0.74232,-0.57369,-0.63265,-0.63202,-0.65966,-0.62472,-0.51206,-0.52711,-0.49415,-0.46007,-0.42114,-0.38417,-0.71905,-0.80606,-0.75951,-0.82368,-0.72431,-0.61706,-0.59288,-0.00832,0.13935,0.18126,0.23029,-0.03421,0.051,0.25192,-0.29633,-0.22134,-0.37964,-0.52771,-0.50224,-0.50794,-0.49802,-0.35178,-0.38487,-0.47517,-0.58107,-0.47618,-0.54223,-0.26607,-0.32883,-0.38994,-0.09563,-0.28804,-0.10482
"M545.456T1607.833",0.61497,0.33019,0.25721,0.50763,0.67718,0.73194,0.66123,0.60441,0.72171,0.75828,0.81947,0.7852,0.78181,0.80398,0.73305,0.80207,0.72922,0.75967,0.87331,1,0.51779,0.51546,0.55889,0.59204,0.589,0.67387,0.7172,0.80416,0.75009,0.72092,0.7781,0.80066,0.76102,0.79442,0.75246,0.74578,0.82559,0.83623,0.81121,0.70086,0.69412,0.52028,0.69177,0.71818,0.60157,0.37618,0.65465,0.7701,0.73201,0.76586,0.78975,0.6266,0.68257,0.68755,0.70571,0.58615,0.642,0.66632,0.60854,0.53874,0.77611,0.75164,0.73688,0.68459,0.77608,0.83886,0.92508,0.50436,0.69782,0.67572,0.60386,0.62858,0.70515,0.77134,0.55729,0.41503,0.81617,0.67011,0.69495,0.52465,0.41243,0.33489,0.47571,0.43054,0.41368,0.54225,0.57501,0.46747,0.49338,0.41292,0.45485,0.29771,0.54451,0.59942,0.11285,0.772,0.50266,0.1635,0.14317,0.12161,-0.00482,-0.20899,-0.05823,-0.05466,-0.43656,-0.43038,-0.49209,-0.4806,-0.62491,-0.19055,-0.09198,-0.02382,-0.66962,-0.76672,-0.73782,-0.59893,-0.8043,-0.89089,-0.49734,-0.62871,-0.50957,-0.5847,-0.81852,-0.77091,-0.43823,-0.60642,-0.76063,-0.66435,-0.69892,-0.64619,-0.69297,-0.59637,-0.56881,-0.59629,-0.46011,-0.42192,-0.30479,-0.26892,-0.71366,-0.63387,-0.61527,-0.59125,-0.66416,-0.37039,-0.45925,-0.07626,0.05557,0.06707,-0.00947,-0.1994,-0.1085,0.05215,-0.31744,-0.21517,-0.40536,-0.3669,-0.42589,-0.37891,-0.57877,-0.52995,-0.53689,-0.55015,-0.72384,-0.62033,-0.65421,-0.54221,-0.56983,-0.61322,-0.05257,-0.27185,-0.16318
"M605.416T1473.993",0.43673,0.45475,0.39576,0.50969,0.40005,0.70199,0.76469,0.79192,0.63206,0.56606,0.43076,0.52477,0.52276,0.53095,0.52654,0.72171,0.64435,0.73034,0.78916,0.51779,1,0.83255,0.91089,0.86102,0.54276,0.70358,0.71126,0.68622,0.63005,0.66467,0.69363,0.65686,0.73649,0.75206,0.7263,0.71331,0.60941,0.61953,0.83578,0.82182,0.90834,0.51924,0.68558,0.43449,0.37153,0.49092,0.55313,0.58701,0.33783,0.71624,0.67753,0.68094,0.60659,0.60272,0.55866,0.43915,0.37961,0.61806,0.54136,0.50602,0.49637,0.62516,0.52498,0.5765,0.80431,0.71997,0.6458,0.73386,0.7491,0.88983,0.89673,0.88506,0.86479,0.84534,0.43733,0.62962,0.5642,0.55627,0.60169,0.62113,0.47451,0.24725,0.3422,0.31392,0.32231,0.33102,0.24886,0.5068,0.49254,0.47638,0.02458,0.13824,0.26058,0.07082,0.44008,0.27923,0.37623,-0.23606,-0.01357,-0.11043,-0.23776,-0.06808,-0.06547,0.1379,-0.23705,-0.1792,-0.34827,-0.51684,-0.62382,-0.32936,-0.58128,-0.50742,-0.46275,-0.46424,-0.61143,-0.79017,-0.70622,-0.71323,-0.63113,-0.63964,-0.65044,-0.61057,-0.56722,-0.56358,-0.26527,-0.4409,-0.4979,-0.35675,-0.43183,-0.51524,-0.54057,-0.51796,-0.33694,-0.43126,-0.40684,-0.38298,-0.3387,-0.35758,-0.56644,-0.54105,-0.66923,-0.78713,-0.5863,-0.76343,-0.66027,0.09391,0.1065,0.05074,0.18313,0.02072,0.20717,0.3564,-0.45452,-0.48631,-0.48579,-0.57811,-0.6655,-0.63294,-0.31066,-0.18391,-0.18451,-0.31334,-0.42886,-0.38228,-0.48692,0.07709,-0.03191,-0.11926,-0.37087,-0.40157,-0.18312
"M477.403T1542.988",0.54258,0.67053,0.48061,0.67967,0.58578,0.70639,0.76648,0.78238,0.65473,0.71952,0.6111,0.67802,0.66959,0.64442,0.52996,0.68655,0.64587,0.55544,0.72242,0.51546,0.83255,1,0.96014,0.95959,0.81487,0.8272,0.82296,0.75631,0.75678,0.75061,0.74631,0.73029,0.70048,0.78842,0.72715,0.80448,0.55347,0.63136,0.66485,0.77882,0.82222,0.45087,0.50814,0.24884,0.2483,0.356,0.4564,0.50011,0.30885,0.63406,0.60002,0.63399,0.55903,0.56028,0.45418,0.50073,0.34422,0.58014,0.54937,0.59885,0.58639,0.68792,0.60365,0.68256,0.69539,0.66095,0.54887,0.69603,0.62532,0.71766,0.72152,0.81064,0.81744,0.81181,0.34498,0.52304,0.62713,0.68946,0.77517,0.65349,0.51988,0.10249,0.29086,0.29171,0.11882,0.14636,0.15022,0.31816,0.50871,0.38692,-0.04515,-0.04031,0.15829,-0.02462,0.29925,0.18476,0.33203,-0.37981,-0.02453,-0.38563,-0.40285,-0.27493,-0.23318,-0.07102,-0.47477,-0.27288,-0.42018,-0.78851,-0.75368,-0.53417,-0.58548,-0.56697,-0.2853,-0.28754,-0.64774,-0.75625,-0.55712,-0.65383,-0.56906,-0.46571,-0.4848,-0.52486,-0.54458,-0.55127,-0.40539,-0.49806,-0.41644,-0.39548,-0.36756,-0.44553,-0.52073,-0.40717,-0.39551,-0.44186,-0.34219,-0.30494,-0.29343,-0.35786,-0.5586,-0.65867,-0.71926,-0.6175,-0.45367,-0.82136,-0.80853,0.21142,0.26789,0.13092,0.46325,0.31398,0.24049,0.39332,-0.27889,-0.23823,-0.27286,-0.29544,-0.51737,-0.43828,-0.1472,-0.22665,-0.11757,-0.19269,-0.25816,-0.21904,-0.37032,0.11206,0.03088,-0.07078,-0.10407,-0.04211,0.12953
"M477.407T1590.788",0.47478,0.58535,0.49815,0.62898,0.60218,0.74699,0.75801,0.7887,0.66027,0.64568,0.5636,0.64694,0.61352,0.59025,0.54985,0.68715,0.67083,0.62663,0.76442,0.55889,0.91089,0.96014,1,0.97458,0.79351,0.80828,0.78754,0.72623,0.77663,0.77961,0.78435,0.75381,0.75856,0.82067,0.78054,0.82072,0.63241,0.67253,0.78756,0.89235,0.90422,0.60426,0.67319,0.41771,0.42051,0.46923,0.57116,0.62424,0.35817,0.6719,0.69393,0.71883,0.62035,0.61982,0.56157,0.55633,0.42297,0.61646,0.59287,0.63228,0.59107,0.72274,0.65043,0.71283,0.80189,0.70663,0.61549,0.77726,0.77998,0.83724,0.86415,0.92267,0.91285,0.89639,0.44507,0.63319,0.6705,0.67445,0.73419,0.76435,0.55453,0.29947,0.47137,0.44375,0.3186,0.36203,0.31837,0.46179,0.64851,0.56461,0.05276,0.16489,0.32989,0.12716,0.34088,0.23579,0.37314,-0.30136,0.00199,-0.16827,-0.25577,-0.1408,-0.06315,0.08712,-0.32752,-0.17308,-0.34379,-0.65414,-0.70024,-0.41039,-0.57041,-0.52941,-0.40327,-0.42464,-0.68946,-0.82758,-0.6601,-0.6862,-0.67819,-0.59283,-0.60595,-0.67285,-0.65402,-0.65611,-0.41683,-0.53032,-0.48358,-0.52141,-0.50179,-0.584,-0.64261,-0.55283,-0.47878,-0.55112,-0.43238,-0.39343,-0.36321,-0.40615,-0.63527,-0.61953,-0.70476,-0.70479,-0.52875,-0.85975,-0.76305,0.1624,0.19816,0.08003,0.2926,0.10193,0.09013,0.23816,-0.4808,-0.4193,-0.43878,-0.46267,-0.68365,-0.56836,-0.25091,-0.31072,-0.23124,-0.29441,-0.36274,-0.3685,-0.50092,0.02026,-0.07891,-0.17755,-0.26804,-0.24345,-0.07096
"M477.398T1574.327",0.47564,0.57818,0.60265,0.67159,0.64663,0.76951,0.79713,0.84973,0.69416,0.66666,0.63494,0.72384,0.66732,0.6404,0.60935,0.74439,0.74691,0.64301,0.74957,0.59204,0.86102,0.95959,0.97458,1,0.81587,0.85661,0.83536,0.7713,0.84234,0.84715,0.85515,0.83048,0.78511,0.88793,0.8576,0.82912,0.65774,0.70245,0.78313,0.86033,0.90014,0.62754,0.68851,0.40895,0.39229,0.47981,0.57456,0.6116,0.36884,0.64922,0.7057,0.7162,0.6481,0.64832,0.52318,0.5954,0.4319,0.66282,0.63679,0.60465,0.6324,0.73007,0.6735,0.74247,0.7874,0.72957,0.62126,0.81605,0.77095,0.78583,0.84423,0.90476,0.90287,0.89766,0.42156,0.63181,0.64955,0.67715,0.77505,0.74495,0.5532,0.26673,0.4428,0.43313,0.22483,0.29264,0.23528,0.37326,0.59782,0.47886,0.0751,0.14997,0.33001,0.12905,0.2153,0.18585,0.24775,-0.3137,-0.11125,-0.1773,-0.36693,-0.25016,-0.13362,-0.01622,-0.44851,-0.24611,-0.43553,-0.65587,-0.66654,-0.39334,-0.47557,-0.42723,-0.39032,-0.42957,-0.73957,-0.83558,-0.62429,-0.67723,-0.66508,-0.57604,-0.55461,-0.63237,-0.63413,-0.61265,-0.43948,-0.52074,-0.38921,-0.47224,-0.44804,-0.51625,-0.58638,-0.45026,-0.42854,-0.505,-0.49156,-0.44235,-0.40908,-0.47675,-0.70113,-0.64361,-0.75601,-0.70235,-0.5207,-0.81524,-0.80144,0.31702,0.2894,0.14855,0.31601,0.15637,0.12362,0.26691,-0.36215,-0.32861,-0.34495,-0.39456,-0.56849,-0.48836,-0.23369,-0.29802,-0.2092,-0.2576,-0.34845,-0.32421,-0.48306,0.05595,-0.02859,-0.12916,-0.10651,-0.12901,0.01934
"M879.468T1338.726",0.40064,0.55458,0.43704,0.7852,0.77455,0.5827,0.57369,0.55351,0.64714,0.65702,0.81466,0.80188,0.70431,0.66778,0.5362,0.58466,0.62038,0.35468,0.67345,0.589,0.54276,0.81487,0.79351,0.81587,1,0.80195,0.8173,0.74149,0.80925,0.68881,0.68922,0.6902,0.74796,0.77502,0.71517,0.74513,0.63843,0.66235,0.53671,0.77679,0.7039,0.58034,0.61656,0.35866,0.57418,0.51929,0.39253,0.44967,0.36724,0.46655,0.6236,0.63217,0.62704,0.62713,0.49129,0.64836,0.49467,0.62767,0.65176,0.77876,0.73477,0.82138,0.78947,0.82154,0.67582,0.60602,0.55877,0.67382,0.6407,0.67828,0.63687,0.7319,0.69373,0.75276,0.37162,0.45994,0.54379,0.6307,0.752,0.67202,0.4593,0.3983,0.53708,0.53108,0.34115,0.37595,0.41234,0.28017,0.63764,0.52134,0.1898,0.2152,0.43649,0.33296,-0.00064,0.19013,0.28631,-0.23995,0.06368,-0.13552,-0.08565,-0.28112,-0.05139,-0.15038,-0.49302,-0.26707,-0.32542,-0.70066,-0.55558,-0.25513,-0.22709,-0.17467,-0.32769,-0.48173,-0.58655,-0.6426,-0.63411,-0.62065,-0.5834,-0.44637,-0.44862,-0.60084,-0.63214,-0.67389,-0.52346,-0.63589,-0.43012,-0.63328,-0.52466,-0.62163,-0.66724,-0.57717,-0.65886,-0.65676,-0.51582,-0.4797,-0.47994,-0.49994,-0.54288,-0.69047,-0.64243,-0.58405,-0.4716,-0.75904,-0.64231,0.15226,0.2374,0.13591,0.36202,0.14985,-0.1986,-0.04457,-0.28151,-0.16206,-0.21505,-0.33025,-0.4578,-0.41103,-0.11504,-0.44598,-0.27135,-0.24725,-0.23535,-0.28913,-0.38379,-0.17206,-0.21785,-0.28054,0.05487,-0.04337,0.01057
"M630.465T1474.173",0.50834,0.59102,0.40984,0.66869,0.54206,0.70727,0.83423,0.76554,0.5741,0.70142,0.80622,0.79293,0.7373,0.71276,0.72252,0.84532,0.72892,0.73573,0.70267,0.67387,0.70358,0.8272,0.80828,0.85661,0.80195,1,0.95043,0.92092,0.78744,0.75062,0.80412,0.76918,0.77477,0.86794,0.82883,0.83168,0.71092,0.82536,0.66248,0.76607,0.80664,0.52723,0.67567,0.35737,0.39022,0.6443,0.62748,0.57073,0.54077,0.69607,0.75847,0.79359,0.82832,0.83176,0.61532,0.73897,0.56224,0.85271,0.66603,0.66193,0.7743,0.78545,0.70242,0.73606,0.86087,0.87452,0.75525,0.86742,0.68493,0.75205,0.76849,0.80431,0.82943,0.89234,0.41206,0.45471,0.55883,0.81555,0.92026,0.67033,0.72285,0.3278,0.4514,0.4839,0.29115,0.22132,0.33568,0.46006,0.5956,0.41334,0.2116,0.17414,0.35151,0.23632,0.20749,0.35284,0.41749,-0.10188,-0.01833,-0.20681,-0.28342,-0.13577,-0.02334,0.03797,-0.52896,-0.23082,-0.27469,-0.7027,-0.69954,-0.42168,-0.33446,-0.26853,-0.45054,-0.58718,-0.8236,-0.77455,-0.62909,-0.80503,-0.72886,-0.71933,-0.61784,-0.69091,-0.73006,-0.69496,-0.63399,-0.66851,-0.46587,-0.42008,-0.52746,-0.59749,-0.65442,-0.52296,-0.59369,-0.66351,-0.48486,-0.46989,-0.38035,-0.42637,-0.48535,-0.51478,-0.68427,-0.62655,-0.59468,-0.68134,-0.75212,0.07418,0.03583,-0.12209,0.18543,0.11221,-0.02514,0.13656,-0.33356,-0.40008,-0.3956,-0.41746,-0.54468,-0.59269,-0.29161,-0.51942,-0.35109,-0.40661,-0.50528,-0.48554,-0.53523,-0.16387,-0.23065,-0.30889,-0.10542,-0.18123,-0.05642
